Title,Year_released,media_type,theme
The Hunger Games: Mockingjay - Part 1,2014,film,apocalyptic
The Hunger Games: Mockingjay - Part 1,2014,film,dystopia
The Hunger Games: Mockingjay - Part 1,2014,film,military
Guardians of the Galaxy,2014,film,space_opera
Dawn of the Planet of the Apes,2014,film,apocalyptic
Dawn of the Planet of the Apes,2014,film,dystopia
Transformers: Age of Extinction,2014,film,aliens
Transformers: Age of Extinction,2014,film,robots
Edge of Tomorrow,2014,film,aliens
Edge of Tomorrow,2014,film,dystopia
Edge of Tomorrow,2014,film,time_travel
Lucy,2014,film,robots
Lucy,2014,film,time_travel
Divergent,2014,film,dystopia
Predestination,2014,film,time_travel
Coherence,2014,film,alternate_universe
Coherence,2014,film,time_travel
RoboCop,2014,film,dystopia
RoboCop,2014,film,robots
Mr. Peabody & Sherman,2014,film,time_travel
The Giver,2014,film,dystopia
Transcendence,2014,film,robots
Under the Skin,2014,film,aliens
Automata,2014,film,dystopia
Automata,2014,film,robots
PK,2014,film,aliens
Stand by Me Doraemon,2014,film,time_travel
Cooties,2014,film,apocalyptic
Time Lapse,2014,film,time_travel
Parasyte: Part 1,2014,film,aliens
Earth to Echo,2014,film,aliens
Ghost in the Shell: Arise - Border 3: Ghost Tears,2014,film,cyberpunk
Ghost in the Shell: Arise - Border 3: Ghost Tears,2014,film,robots
How to Build a Better Boy,2014,film,robots
The Last Survivors,2014,film,apocalyptic
Phineas and Ferb: Star Wars,2014,film,space_opera
Young Ones,2014,film,dystopia
JLA Adventures: Trapped in Time,2014,film,robots
JLA Adventures: Trapped in Time,2014,film,time_travel
Expelled from Paradise,2014,film,apocalyptic
Iceman,2014,film,time_travel
Alien Abduction,2014,film,aliens
Monsters: Dark Continent,2014,film,aliens
Monsters: Dark Continent,2014,film,apocalyptic
Ghost in the Shell: Arise - Border 4: Ghost Stands Alone,2014,film,cyberpunk
Ghost in the Shell: Arise - Border 4: Ghost Stands Alone,2014,film,robots
Extraterrestrial,2014,film,aliens
The Midnight After,2014,film,alternate_universe
Alien Outpost,2014,film,aliens
Alien Outpost,2014,film,dystopia
Age of Tomorrow,2014,film,aliens
Age of Tomorrow,2014,film,space_opera
Batman Beyond,2014,film,robots
Bermuda Tentacles,2014,film,aliens
Hard to Be a God,2014,film,dystopia
Appleseed Alpha,2014,film,apocalyptic
Appleseed Alpha,2014,film,cyberpunk
Parts Per Billion,2014,film,apocalyptic
Chaos on the Bridge,2014,film,space_opera
Hangar 10,2014,film,aliens
Crawl or Die,2014,film,aliens
The Infinite Man,2014,film,time_travel
Another World,2014,film,apocalyptic
Delirium,2014,film,dystopia
Almost Human,2014,film,aliens
Ambition,2014,film,space_opera
Johnny Express,2014,film,aliens
Johnny Express,2014,film,space_opera
The Martian,2015,film,space_opera
Avengers: Age of Ultron,2015,film,robots
Mad Max: Fury Road,2015,film,apocalyptic
Mad Max: Fury Road,2015,film,dystopia
Star Wars: The Force Awakens,2015,film,robots
Star Wars: The Force Awakens,2015,film,space_opera
Terminator Genisys,2015,film,dystopia
Terminator Genisys,2015,film,robots
Terminator Genisys,2015,film,time_travel
Pixels,2015,film,aliens
Pixels,2015,film,military
Ex Machina,2015,film,robots
Maze Runner: The Scorch Trials,2015,film,apocalyptic
Maze Runner: The Scorch Trials,2015,film,dystopia
Chappie,2015,film,dystopia
Chappie,2015,film,robots
The Hunger Games: Mockingjay - Part 2,2015,film,dystopia
Insurgent,2015,film,dystopia
Jupiter Ascending,2015,film,space_opera
Home,2015,film,aliens
Home,2015,film,space_opera
Vice,2015,film,robots
Project Almanac,2015,film,time_travel
Hardcore Henry,2015,film,robots
Maggie,2015,film,apocalyptic
Maggie,2015,film,dystopia
Regular Show: The Movie,2015,film,time_travel
The Sand,2015,film,aliens
Absolutely Anything,2015,film,aliens
Dead Rising: Watchtower,2015,film,apocalyptic
PSYCHO-PASS: The Movie,2015,film,cyberpunk
Extinction,2015,film,apocalyptic
Sharknado 3: Oh Hell No!,2015,film,space_opera
400 Days,2015,film,space_opera
Scooby-Doo! Moon Monster Madness,2015,film,aliens
Doraemon: Nobita and the Space Heroes,2015,film,robots
Doraemon: Nobita and the Space Heroes,2015,film,time_travel
Freaks of Nature,2015,film,aliens
Freaks of Nature,2015,film,apocalyptic
April and the Extraordinary World,2015,film,alternate_history
April and the Extraordinary World,2015,film,steampunk
Kung Fury,2015,film,robots
Kung Fury,2015,film,time_travel
Ghost in the Shell: The New Movie,2015,film,cyberpunk
Ghost in the Shell: The New Movie,2015,film,robots
Parasyte: Part 2,2015,film,aliens
Z for Zachariah,2015,film,apocalyptic
Z for Zachariah,2015,film,dystopia
Area 51,2015,film,aliens
Turbo Kid,2015,film,apocalyptic
Turbo Kid,2015,film,dystopia
Turbo Kid,2015,film,robots
Synchronicity,2015,film,alternate_universe
Synchronicity,2015,film,time_travel
Flight World War II,2015,film,time_travel
Andron,2015,film,dystopia
The Survivalist,2015,film,apocalyptic
Robot Overlords,2015,film,robots
Earthfall,2015,film,dystopia
Code Geass: Akito the Exiled 3: The Brightness Falls,2015,film,military
The Empire of Corpses,2015,film,steampunk
Harmony,2015,film,apocalyptic
Harmony,2015,film,cyberpunk
Harmony,2015,film,dystopia
Mobile Suit Gundam: The Origin I - Blue-Eyed Casval,2015,film,alternate_history
Mobile Suit Gundam: The Origin I - Blue-Eyed Casval,2015,film,space_opera
Cosmic Scrat-tastrophe,2015,film,space_opera
Stormageddon,2015,film,dystopia
Re-Kill,2015,film,apocalyptic
Advantageous,2015,film,dystopia
Enter Nowhere,2015,film,time_travel
Doctor Who: The Husbands of River Song,2015,film,robots
Doctor Who: The Husbands of River Song,2015,film,time_travel
Zombie Shark,2015,film,apocalyptic
Battle for SkyArk,2015,film,aliens
World of Tomorrow,2015,film,robots
World of Tomorrow,2015,film,time_travel
Martian Land,2015,film,dystopia
The Hive,2015,film,apocalyptic
Code Geass: Akito the Exiled 4: Memories of Hatred,2015,film,military
Uncanny,2015,film,robots
The Phoenix Incident,2015,film,aliens
Man Vs.,2015,film,aliens
Don't Grow Up,2015,film,apocalyptic
Embers,2015,film,apocalyptic
Arrival,2016,film,aliens
Arrival,2016,film,military
Arrival,2016,film,space_opera
Star Trek Beyond,2016,film,space_opera
Rogue One: A Star Wars Story,2016,film,robots
Rogue One: A Star Wars Story,2016,film,space_opera
The 5th Wave,2016,film,aliens
The 5th Wave,2016,film,dystopia
Independence Day: Resurgence,2016,film,aliens
Passengers,2016,film,robots
Passengers,2016,film,space_opera
Allegiant,2016,film,dystopia
The Girl with All the Gifts,2016,film,apocalyptic
Spectral,2016,film,military
Cell,2016,film,apocalyptic
Morgan,2016,film,robots
Kill Command,2016,film,dystopia
Kill Command,2016,film,robots
Midnight Special,2016,film,military
Doraemon: Nobita and the Birth of Japan,2016,film,time_travel
Approaching the Unknown,2016,film,space_opera
ARQ,2016,film,apocalyptic
ARQ,2016,film,time_travel
Ares,2016,film,cyberpunk
Ares,2016,film,dystopia
Here Alone,2016,film,apocalyptic
Science Fiction Volume One: The Osiris Child,2016,film,space_opera
Zoombies,2016,film,apocalyptic
Pandemic,2016,film,apocalyptic
Into the Forest,2016,film,dystopia
Hot Bot,2016,film,robots
Seoul Station,2016,film,apocalyptic
Spark: A Space Tail,2016,film,space_opera
The Untamed,2016,film,aliens
Assassination Classroom: Graduation,2016,film,aliens
Code Geass: Akito the Exiled 5: To Beloved Ones,2016,film,military
The Perfect Weapon,2016,film,dystopia
Cyborg X,2016,film,robots
Code 8,2016,film,dystopia
Lazer Team,2016,film,aliens
Virtual Revolution,2016,film,cyberpunk
Capsule,2016,film,space_opera
Orange: Future,2016,film,time_travel
24,2016,film,time_travel
Paradox,2016,film,time_travel
Resident Evil: The Final Chapter,2016,film,apocalyptic
Resident Evil: The Final Chapter,2016,film,dystopia
Guardians of the Galaxy Vol. 2,2017,film,aliens
Guardians of the Galaxy Vol. 2,2017,film,space_opera
Blade Runner 2049,2017,film,cyberpunk
Blade Runner 2049,2017,film,dystopia
Blade Runner 2049,2017,film,robots
Star Wars: The Last Jedi,2017,film,space_opera
Logan,2017,film,dystopia
Logan,2017,film,robots
War for the Planet of the Apes,2017,film,apocalyptic
War for the Planet of the Apes,2017,film,dystopia
Alien: Covenant,2017,film,aliens
Alien: Covenant,2017,film,robots
Alien: Covenant,2017,film,space_opera
Transformers: The Last Knight,2017,film,robots
Valerian and the City of a Thousand Planets,2017,film,aliens
Valerian and the City of a Thousand Planets,2017,film,alternate_universe
Valerian and the City of a Thousand Planets,2017,film,military
Valerian and the City of a Thousand Planets,2017,film,space_opera
Ghost in the Shell,2017,film,cyberpunk
Ghost in the Shell,2017,film,dystopia
Ghost in the Shell,2017,film,robots
Geostorm,2017,film,robots
Geostorm,2017,film,space_opera
The Dark Tower,2017,film,alternate_universe
Life,2017,film,aliens
Life,2017,film,space_opera
What Happened to Monday,2017,film,dystopia
Power Rangers,2017,film,space_opera
Time Trap,2017,film,time_travel
Resident Evil: Vendetta,2017,film,apocalyptic
Doraemon: Nobita's Great Adventure in the Antarctic Kachi Kochi,2017,film,time_travel
Mazinger Z: Infinity,2017,film,robots
The Bad Batch,2017,film,apocalyptic
The Bad Batch,2017,film,dystopia
The Cured,2017,film,apocalyptic
The Cured,2017,film,military
Attraction,2017,film,aliens
How to Talk to Girls at Parties,2017,film,aliens
Ravenous,2017,film,apocalyptic
The Recall,2017,film,aliens
Singularity,2017,film,robots
The Humanity Bureau,2017,film,dystopia
Revolt,2017,film,aliens
Barbie Video Game Hero,2017,film,apocalyptic
Sharknado 5: Global Swarming,2017,film,time_travel
Kill Switch,2017,film,alternate_universe
The Irregular at Magic High School: The Girl Who Summons the Stars,2017,film,military
Magellan,2017,film,robots
Magellan,2017,film,space_opera
Toxic Shark,2017,film,apocalyptic
Death Race 2050,2017,film,dystopia
Doctor Who: Twice Upon a Time,2017,film,aliens
Doctor Who: Twice Upon a Time,2017,film,time_travel
Teleios,2017,film,robots
2036: Nexus Dawn,2017,film,cyberpunk
2036: Nexus Dawn,2017,film,dystopia
2036: Nexus Dawn,2017,film,robots
Gintama,2017,film,aliens
Reset,2017,film,time_travel
Arrowhead,2017,film,aliens
Lucid Dream,2017,film,time_travel
Phoenix Forgotten,2017,film,aliens
Curvature,2017,film,time_travel
2048: Nowhere to Run,2017,film,cyberpunk
2048: Nowhere to Run,2017,film,dystopia
2048: Nowhere to Run,2017,film,robots
Beyond Skyline,2017,film,aliens
Genocidal Organ,2017,film,dystopia
Blade Runner: Black Out 2022,2017,film,cyberpunk
Blade Runner: Black Out 2022,2017,film,dystopia
Blade Runner: Black Out 2022,2017,film,robots
Alien Invasion: S.U.M.1,2017,film,aliens
Alien Invasion: S.U.M.1,2017,film,military
Dance to Death,2017,film,dystopia
Alone,2017,film,apocalyptic
Alien Convergence,2017,film,aliens
Rakka,2017,film,aliens
Rakka,2017,film,dystopia
Godless Youth,2017,film,dystopia
Domain,2017,film,apocalyptic
The Man with the Magic Box,2017,film,time_travel
Avengers: Infinity War,2018,film,space_opera
Spider-Man: Into the Spider-Verse,2018,film,alternate_universe
Venom,2018,film,aliens
Venom,2018,film,space_opera
Ready Player One,2018,film,dystopia
A Quiet Place,2018,film,aliens
A Quiet Place,2018,film,apocalyptic
Maze Runner: The Death Cure,2018,film,apocalyptic
The Predator,2018,film,aliens
The Predator,2018,film,military
Solo: A Star Wars Story,2018,film,space_opera
Pacific Rim: Uprising,2018,film,aliens
Pacific Rim: Uprising,2018,film,robots
Bumblebee,2018,film,robots
Upgrade,2018,film,cyberpunk
Upgrade,2018,film,dystopia
Upgrade,2018,film,robots
Mortal Engines,2018,film,apocalyptic
Mortal Engines,2018,film,dystopia
Mortal Engines,2018,film,steampunk
The Cloverfield Paradox,2018,film,aliens
The Cloverfield Paradox,2018,film,alternate_universe
The Cloverfield Paradox,2018,film,space_opera
Teen Titans Go! To the Movies,2018,film,time_travel
Next Gen,2018,film,robots
Extinction,2018,film,aliens
Extinction,2018,film,space_opera
A-X-L,2018,film,robots
High Life,2018,film,space_opera
The Titan,2018,film,dystopia
Level 16,2018,film,dystopia
Anon,2018,film,dystopia
Hostile,2018,film,apocalyptic
Hotel Artemis,2018,film,dystopia
Time Freak,2018,film,time_travel
Illang: The Wolf Brigade,2018,film,dystopia
Mute,2018,film,cyberpunk
Megalodon,2018,film,military
Fahrenheit 451,2018,film,dystopia
Redcon-1,2018,film,apocalyptic
Inuyashiki,2018,film,robots
Occupation,2018,film,aliens
A.I. Rising,2018,film,dystopia
A.I. Rising,2018,film,robots
Godzilla: City on the Edge of Battle,2018,film,aliens
Future World,2018,film,apocalyptic
Future World,2018,film,robots
Tau,2018,film,robots
2.0,2018,film,robots
A Rough Draft,2018,film,alternate_universe
I Think We're Alone Now,2018,film,apocalyptic
Devil's Gate,2018,film,aliens
Dragon Ball Super: Broly,2018,film,aliens
2036 Origin Unknown,2018,film,robots
Battle Drone,2018,film,robots
Scorched Earth,2018,film,apocalyptic
F.R.E.D.I.,2018,film,robots
Beyond the Sky,2018,film,aliens
Frontier,2018,film,time_travel
Incoming,2018,film,space_opera
Alien Expedition,2018,film,aliens
Alien Expedition,2018,film,space_opera
The Gateway,2018,film,alternate_universe
Dystopia,2018,film,dystopia
Mega Time Squad,2018,film,time_travel
Some Time Later,2018,film,dystopia
Dirty Computer,2018,film,cyberpunk
Dirty Computer,2018,film,dystopia
White Chamber,2018,film,dystopia
Avengers: Endgame,2019,film,aliens
Avengers: Endgame,2019,film,space_opera
Avengers: Endgame,2019,film,time_travel
Captain Marvel,2019,film,aliens
Star Wars: The Rise of Skywalker,2019,film,space_opera
Alita: Battle Angel,2019,film,cyberpunk
Alita: Battle Angel,2019,film,dystopia
Terminator: Dark Fate,2019,film,dystopia
Terminator: Dark Fate,2019,film,robots
Terminator: Dark Fate,2019,film,time_travel
Men in Black: International,2019,film,aliens
Code 8,2019,film,dystopia
Child's Play,2019,film,robots
I Am Mother,2019,film,apocalyptic
I Am Mother,2019,film,robots
Teen Titans Go! vs. Teen Titans,2019,film,alternate_universe
In the Shadow of the Moon,2019,film,time_travel
Rim of the World,2019,film,aliens
Hello World,2019,film,time_travel
Don't Let Go,2019,film,time_travel
Kabaneri of the Iron Fortress: The Battle of Unato,2019,film,apocalyptic
Kabaneri of the Iron Fortress: The Battle of Unato,2019,film,steampunk
Doraemon: Nobita's Chronicle of the Moon Exploration,2019,film,alternate_universe
Doraemon: Nobita's Chronicle of the Moon Exploration,2019,film,robots
Doraemon: Nobita's Chronicle of the Moon Exploration,2019,film,space_opera
Iron Sky: The Coming Race,2019,film,aliens
Iron Sky: The Coming Race,2019,film,apocalyptic
Life Like,2019,film,robots
Captive State,2019,film,aliens
Captive State,2019,film,dystopia
Justice League vs. the Fatal Five,2019,film,time_travel
Doom: Annihilation,2019,film,space_opera
Code Geass: Lelouch of the Re;surrection,2019,film,military
IO,2019,film,apocalyptic
Aniara,2019,film,dystopia
Aniara,2019,film,space_opera
The Man Who Killed Hitler and Then the Bigfoot,2019,film,alternate_history
The Blackout,2019,film,aliens
Shanghai Fortress,2019,film,aliens
Shanghai Fortress,2019,film,apocalyptic
Made in Abyss: Journey's Dawn,2019,film,robots
Psycho-Pass: Sinners of the System - Case.1 Crime and Punishment,2019,film,cyberpunk
Psycho-Pass: Sinners of the System - Case.1 Crime and Punishment,2019,film,dystopia
Made in Abyss: Wandering Twilight,2019,film,robots
Psycho-Pass: Sinners of the System - Case.2 First Guardian,2019,film,cyberpunk
Psycho-Pass: Sinners of the System - Case.2 First Guardian,2019,film,dystopia
Psycho-Pass: Sinners of the System - Case.3 On the Other Side of Love and Hate,2019,film,cyberpunk
Psycho-Pass: Sinners of the System - Case.3 On the Other Side of Love and Hate,2019,film,dystopia
Alien: Containment,2019,film,aliens
The Car: Road to Revenge,2019,film,apocalyptic
The Car: Road to Revenge,2019,film,cyberpunk
The Relative Worlds,2019,film,alternate_universe
See You Yesterday,2019,film,time_travel
Foxtrot Six,2019,film,dystopia
Foxtrot Six,2019,film,military
Alien Warfare,2019,film,aliens
Invasion: Planet Earth,2019,film,aliens
Alien: Specimen,2019,film,aliens
Tenet,2020,film,time_travel
Palm Springs,2020,film,time_travel
#Alive,2020,film,apocalyptic
Invasion,2020,film,aliens
Color Out of Space,2020,film,aliens
Bill & Ted Face the Music,2020,film,time_travel
Archive,2020,film,robots
Songbird,2020,film,apocalyptic
Possessor,2020,film,dystopia
The Midnight Sky,2020,film,apocalyptic
The Midnight Sky,2020,film,space_opera
LEGO Star Wars Holiday Special,2020,film,time_travel
Synchronic,2020,film,time_travel
Ben 10 vs. the Universe: The Movie,2020,film,aliens
Stand by Me Doraemon 2,2020,film,time_travel
Doraemon: Nobita's New Dinosaur,2020,film,time_travel
Superman: Man of Tomorrow,2020,film,aliens
Altered Carbon: Resleeved,2020,film,cyberpunk
Skylines,2020,film,aliens
Skylines,2020,film,apocalyptic
Skylines,2020,film,space_opera
Breach,2020,film,space_opera
Sputnik,2020,film,aliens
Sputnik,2020,film,space_opera
Superintelligence,2020,film,robots
Occupation: Rainfall,2020,film,aliens
2067,2020,film,time_travel
PG: Psycho Goreman,2020,film,aliens
Alien Xmas,2020,film,aliens
Robot Riot,2020,film,military
Robot Riot,2020,film,robots
Psycho-Pass 3: First Inspector,2020,film,cyberpunk
Psycho-Pass 3: First Inspector,2020,film,dystopia
Save Yourselves!,2020,film,aliens
Last and First Men,2020,film,dystopia
Crawlers,2020,film,aliens
LX 2048,2020,film,dystopia
Beyond the Infinite Two Minutes,2020,film,time_travel
Critters Attack!,2020,film,aliens
Only,2020,film,apocalyptic
Solitary,2020,film,space_opera
Jungle Beat: The Movie,2020,film,aliens
Black Holes: The Edge of All We Know,2020,film,space_opera
Blood Machines,2020,film,space_opera
Holiday on Mars,2020,film,time_travel
Bullets of Justice,2020,film,apocalyptic
Bullets of Justice,2020,film,military
The Trouble with Being Born,2020,film,dystopia
The Trouble with Being Born,2020,film,robots
Dune,2021,film,dystopia
Dune,2021,film,space_opera
Free Guy,2021,film,robots
Eternals,2021,film,aliens
Venom: Let There Be Carnage,2021,film,aliens
The Tomorrow War,2021,film,aliens
The Tomorrow War,2021,film,military
The Tomorrow War,2021,film,time_travel
Don't Look Up,2021,film,robots
A Quiet Place Part II,2021,film,aliens
A Quiet Place Part II,2021,film,apocalyptic
The Matrix Resurrections,2021,film,cyberpunk
The Matrix Resurrections,2021,film,dystopia
The Matrix Resurrections,2021,film,robots
Resident Evil: Welcome to Raccoon City,2021,film,apocalyptic
Resident Evil: Welcome to Raccoon City,2021,film,dystopia
Evangelion: 3.0+1.0 Thrice Upon a Time,2021,film,apocalyptic
Evangelion: 3.0+1.0 Thrice Upon a Time,2021,film,dystopia
Finch,2021,film,apocalyptic
Finch,2021,film,robots
Chaos Walking,2021,film,apocalyptic
Chaos Walking,2021,film,dystopia
The Seed,2021,film,aliens
The Colony,2021,film,apocalyptic
The Colony,2021,film,dystopia
The Colony,2021,film,space_opera
Mobile Suit Gundam Hathaway,2021,film,military
Zone 414,2021,film,cyberpunk
Zone 414,2021,film,robots
Outside the Wire,2021,film,robots
Space Sweepers,2021,film,robots
Space Sweepers,2021,film,space_opera
Stowaway,2021,film,space_opera
Voyagers,2021,film,space_opera
Cosmic Sin,2021,film,military
Mother/Android,2021,film,dystopia
Mother/Android,2021,film,robots
Justice Society: World War II,2021,film,time_travel
Settlers,2021,film,robots
I'm Your Man,2021,film,robots
Ghost in the Shell: SAC_2045 Sustainable War,2021,film,cyberpunk
Ghost in the Shell: SAC_2045 Sustainable War,2021,film,robots
Black Friday,2021,film,aliens
Black Friday,2021,film,apocalyptic
Multiverse,2021,film,alternate_universe
Sing a Bit of Harmony,2021,film,robots
Needle in a Timestack,2021,film,time_travel
War of the Worlds: Annihilation,2021,film,aliens
Captain Nova,2021,film,time_travel
In the Earth,2021,film,apocalyptic
Ben Gen 10,2021,film,aliens
The Alpha Test,2021,film,robots
The Door into Summer,2021,film,time_travel
Land of the Sons,2021,film,apocalyptic
Death Valley,2021,film,apocalyptic
Avatar: The Way of Water,2022,film,aliens
Prey,2022,film,aliens
Nope,2022,film,aliens
The Adam Project,2022,film,time_travel
Lightyear,2022,film,aliens
Lightyear,2022,film,space_opera
Lightyear,2022,film,time_travel
M3GAN,2022,film,robots
Moonfall,2022,film,aliens
Moonfall,2022,film,alternate_history
Moonfall,2022,film,space_opera
Shin Ultraman,2022,film,aliens
Alienoid,2022,film,aliens
Alienoid,2022,film,time_travel
Wifelike,2022,film,robots
Dragon Ball Super: Super Hero,2022,film,robots
"The Tunnel to Summer, the Exit of Goodbyes",2022,film,time_travel
Batman and Superman: Battle of the Super Sons,2022,film,aliens
Spiderhead,2022,film,dystopia
Crimes of the Future,2022,film,dystopia
Warriors of Future,2022,film,aliens
Project Gemini,2022,film,space_opera
After Yang,2022,film,robots
Rise of the Teenage Mutant Ninja Turtles: The Movie,2022,film,time_travel
Meet Cute,2022,film,time_travel
Press Play,2022,film,time_travel
Green Lantern: Beware My Power,2022,film,aliens
Dead Zone,2022,film,apocalyptic
Plan 75,2022,film,dystopia
Attack on Titan,2022,film,space_opera
Bigbug,2022,film,dystopia
Bigbug,2022,film,robots
Attack,2022,film,cyberpunk
Attack,2022,film,robots
"To Me, the One Who Loved You",2022,film,alternate_universe
"To Me, the One Who Loved You",2022,film,time_travel
The Visitor from the Future,2022,film,apocalyptic
The Visitor from the Future,2022,film,time_travel
Beavis and Butt-Head Do the Universe,2022,film,space_opera
Beavis and Butt-Head Do the Universe,2022,film,time_travel
Significant Other,2022,film,aliens
To Every You I've Loved Before,2022,film,alternate_universe
To Every You I've Loved Before,2022,film,time_travel
Brian and Charles,2022,film,robots
Blasted,2022,film,aliens
Junk Head,2022,film,apocalyptic
Junk Head,2022,film,dystopia
Junk Head,2022,film,robots
The Passenger,2022,film,aliens
After Blue (Dirty Paradise),2022,film,apocalyptic
Office Invasion,2022,film,aliens
Executive Order,2022,film,dystopia
Legend of the Galactic Heroes: Die Neue These - Intrigue 1,2022,film,military
Legend of the Galactic Heroes: Die Neue These - Intrigue 1,2022,film,space_opera
Spider-Man: Across the Spider-Verse,2023,film,alternate_universe
Guardians of the Galaxy Vol. 3,2023,film,space_opera
Transformers: Rise of the Beasts,2023,film,aliens
Transformers: Rise of the Beasts,2023,film,robots
The Flash,2023,film,alternate_universe
The Flash,2023,film,time_travel
The Creator,2023,film,cyberpunk
The Creator,2023,film,dystopia
The Creator,2023,film,robots
The Marvels,2023,film,space_opera
The Hunger Games: The Ballad of Songbirds & Snakes,2023,film,dystopia
The Wandering Earth II,2023,film,space_opera
Rebel Moon - Part One: A Child of Fire,2023,film,military
Rebel Moon - Part One: A Child of Fire,2023,film,space_opera
Robot Dreams,2023,film,robots
Justice League: Warworld,2023,film,aliens
Totally Killer,2023,film,time_travel
The Outwaters,2023,film,time_travel
Resident Evil: Death Island,2023,film,apocalyptic
57 Seconds,2023,film,time_travel
Spy Kids: Armageddon,2023,film,apocalyptic
Last Sentinel,2023,film,dystopia
Robots,2023,film,robots
War of the Worlds: The Attack,2023,film,military
Legion of Super-Heroes,2023,film,robots
Legion of Super-Heroes,2023,film,time_travel
Mars Express,2023,film,cyberpunk
Mars Express,2023,film,robots
The Moon,2023,film,space_opera
JUNG_E,2023,film,dystopia
JUNG_E,2023,film,robots
Simulant,2023,film,robots
The Kitchen,2023,film,dystopia
Landscape with Invisible Hand,2023,film,aliens
T.I.M.,2023,film,robots
South Park: Joining the Panderverse,2023,film,alternate_universe
South Park: Joining the Panderverse,2023,film,robots
Resurrected,2023,film,dystopia
The Artifice Girl,2023,film,robots
The Shift,2023,film,time_travel
New Life,2023,film,apocalyptic
LOLA,2023,film,dystopia
Aporia,2023,film,time_travel
Babylon 5: The Road Home,2023,film,space_opera
Biosphere,2023,film,apocalyptic
Space Wars: Quest for the Deepstar,2023,film,military
24 Hours with Gaspar,2023,film,dystopia
The Last Spark of Hope,2023,film,apocalyptic
Kids vs. Aliens,2023,film,aliens
Into the Abyss,2023,film,apocalyptic
The Wild Robot,2024,film,robots
Dune: Part Two,2024,film,space_opera
Alien: Romulus,2024,film,aliens
Venom: The Last Dance,2024,film,aliens
Furiosa: A Mad Max Saga,2024,film,apocalyptic
Subservience,2024,film,robots
Kingdom of the Planet of the Apes,2024,film,apocalyptic
Kingdom of the Planet of the Apes,2024,film,dystopia
A Quiet Place: Day One,2024,film,aliens
Wallace & Gromit: Vengeance Most Fowl,2024,film,robots
Watchmen: Chapter II,2024,film,alternate_history
Elevation,2024,film,aliens
Time Cut,2024,film,time_travel
Caddo Lake,2024,film,time_travel
Rebel Moon - Part Two: The Scargiver,2024,film,military
Rebel Moon - Part Two: The Scargiver,2024,film,space_opera
Atlas,2024,film,robots
Arcadian,2024,film,apocalyptic
Justice League: Crisis on Infinite Earths Part One,2024,film,alternate_universe
Megalopolis,2024,film,dystopia
Spaceman,2024,film,aliens
Spaceman,2024,film,space_opera
Die Alone,2024,film,apocalyptic
Justice League: Crisis on Infinite Earths Part Two,2024,film,alternate_universe
The Day the Earth Blew Up: A Looney Tunes Movie,2024,film,aliens
The Day the Earth Blew Up: A Looney Tunes Movie,2024,film,apocalyptic
Kalki 2898-AD,2024,film,dystopia
Uglies,2024,film,dystopia
Y2K,2024,film,robots
Justice League: Crisis on Infinite Earths Part Three,2024,film,alternate_universe
I.S.S.,2024,film,space_opera
The Beast,2024,film,robots
Afraid,2024,film,robots
Uranus 2324,2024,film,space_opera
Escape from the 21st Century,2024,film,time_travel
Humane,2024,film,dystopia
Levels,2024,film,cyberpunk
Levels,2024,film,robots
Watchmen: Chapter I,2024,film,alternate_history
Alienoid: Return to the Future,2024,film,aliens
Alienoid: Return to the Future,2024,film,time_travel
V/H/S/Beyond,2024,film,aliens
V/H/S/Beyond,2024,film,apocalyptic
Rich Flu,2024,film,dystopia
Bionic,2024,film,robots
Year 10,2024,film,apocalyptic
Things Will Be Different,2024,film,time_travel
Avatar: Fire and Ash,2025,film,aliens
Avatar: Fire and Ash,2025,film,military
Lilo & Stitch,2025,film,aliens
The Running Man,2025,film,dystopia
28 Years Later,2025,film,apocalyptic
Mickey 17,2025,film,space_opera
TRON: Ares,2025,film,robots
Companion,2025,film,robots
Bugonia,2025,film,aliens
M3GAN 2.0,2025,film,robots
The Electric State,2025,film,robots
Worldbreaker,2025,film,dystopia
Elio,2025,film,aliens
Osiris,2025,film,space_opera
Afterburn,2025,film,apocalyptic
Arco,2025,film,time_travel
Scarlet,2025,film,time_travel
Dog 51,2025,film,robots
The Assessment,2025,film,dystopia
O'Dessa,2025,film,apocalyptic
U Are the Universe,2025,film,robots
U Are the Universe,2025,film,space_opera
Night of the Zoopocalypse,2025,film,apocalyptic
Space/Time,2025,film,dystopia
Space/Time,2025,film,space_opera
Ash,2025,film,space_opera
The Shrouds,2025,film,robots
Xeno,2025,film,aliens
Love Me,2025,film,apocalyptic
Love Me,2025,film,robots
The Blue Trail,2025,film,dystopia
Ick,2025,film,aliens
The Residence,2025,film,robots
Our Times,2025,film,time_travel
Cycle of Time,2025,film,time_travel
The Twilight Zone,1959,tv,aliens
The Twilight Zone,1959,tv,robots
The Twilight Zone,1959,tv,space_opera
The Twilight Zone,1959,tv,time_travel
Doctor Who,1963,tv,aliens
Doctor Who,1963,tv,alternate_universe
Doctor Who,1963,tv,space_opera
Doctor Who,1963,tv,time_travel
The Outer Limits,1963,tv,aliens
The Outer Limits,1963,tv,dystopia
Bewitched,1964,tv,time_travel
I Dream of Jeannie,1965,tv,time_travel
Lost in Space,1965,tv,space_opera
Star Trek,1966,tv,aliens
Star Trek,1966,tv,space_opera
Ultraman,1966,tv,aliens
The Invaders,1967,tv,aliens
Ultraseven,1967,tv,aliens
